popularity
39
45
21
50
34
11
50
4
68
64
12
46
7
43
9
22
5
27
24
41
8
33
58
51
39
66
62
69
24
60
23
8
78
19
32
56
39
62
66
55
7
26
41
44
54
26
31
65
22
63
41
43
40
46
74
50
40
29
40
50
29
40
55
64
70
16
54
25
35
26
57
78
11
55
26
32
56
9
22
47
78
48
24
29
15
58
52
18
65
62
21
44
24
9
21
22
18
22
22
55
45
19
1
65
19
15
50
24
16
15
53
41
41
39
62
21
8
34
49
41
14
26
45
49
21
37
35
22
71
23
72
57
46
39
58
21
71
62
25
33
47
51
23
70
51
57
78
37
61
51
47
17
37
69
63
57
18
24
3
50
26
15
68
60
29
12
32
60
25
42
22
21
47
23
82
28
29
30
35
19
60
38
41
30
43
6
7
30
41
58
60
20
75
20
5
19
65
26
30
23
8
22
15
90
50
38
11
22
19
51
22
64
24
12
32
19
12
32
53
61
45
20
45
36
12
80
16
45
30
67
21
26
55
31
22
56
17
6
8
10
13
41
44
16
18
52
24
82
67
59
9
15
57
1
37
26
24
49
4
37
36
25
50
25
66
56
42
29
22
76
38
77
20
10
62
47
59
45
39
2
19
26
37
55
85
23
49
44
54
27
38
22
22
17
43
17
68
42
64
58
48
59
35
2
29
41
26
72
39
37
47
18
28
39
23
58
56
54
64
16
12
43
28
29
42
53
49
23
36
55
22
46
42
43
23
22
37
24
41
20
5
37
52
55
41
19
52
72
13
31
45
59
26
51
33
34
41
44
73
32
61
28
23
26
68
29
25
11
26
23
31
54
13
65
29
41
56
28
36
39
9
33
2
32
49
56
47
51
35
4
32
36
6
30
37
53
60
62
29
53
34
48
27
30
21
16
36
24
19
56
47
46
35
39
5
50
18
36
27
10
41
36
38
54
78
70
1
62
55
54
69
50
54
28
25
30
65
44
23
65
53
68
41
39
1
46
41
31
29
22
40
47
27
30
50
21
39
44
37
23
46
37
56
56
56
57
24
38
20
53
65
1
57
55
37
52
25
28
18
43
70
70
21
18
63
2
61
43
30
51
54
21
21
13
60
59
58
12
23
29
32
17
46
22
48
45
43
5
28
44
40
7
60
30
54
63
28
29
47
31
56
52
40
25
50
22
51
69
18
20
38
28
43
19
37
46
42
3
54
58
39
70
2
5
26
47
44
57
24
81
29
31
66
32
20
36
92
56
21
31
52
40
16
38
28
46
33
41
47
34
54
25
64
66
49
18
18
23
36
25
46
41
28
19
18
20
48
59
23
69
67
34
61
78
29
26
37
15
50
50
58
28
66
52
19
53
10
17
41
51
17
50
25
20
37
1
60
42
55
41
52
41
57
26
37
43
40
39
28
10
53
36
32
35
47
31
18
1
53
22
62
14
44
41
40
6
27
42
2
49
23
58
17
56
31
20
80
43
36
23
47
47
59
55
22
25
32
63
38
64
42
56
42
29
51
73
44
24
27
55
52
70
62
47
36
16
21
32
80
26
17
19
33
39
19
47
55
82
67
57
32
19
43
21
26
41
53
66
37
57
40
18
48
60
27
37
38
48
18
28
9
55
49
38
41
35
21
54
46
45
42
18
27
37
16
43
28
46
46
18
32
34
46
37
40
24
35
38
60
23
34
23
18
2
48
35
53
27
38
23
36
36
58
25
77
43
43
56
44
17
37
23
74
21
53
24
16
40
25
61
68
13
57
25
7
22
35
21
19
48
20
54
23
62
44
39
68
60
52
24
34
18
51
21
49
8
20
17
40
40
62
58
25
53
52
67
27
24
21
13
26
39
40
53
29
34
29
63
63
68
6
46
28
18
26
54
43
62
41
43
45
53
34
44
41
25
15
38
56
33
23
48
28
50
10
58
1
60
22
75
35
50
24
40
63
17
10
25
77
9
58
9
19
23
2
22
5
19
18
44
39
24
73
16
18
54
48
6
40
47
23
34
53
30
69
73
23
36
46
19
25
30
26
12
44
19
28
20
26
55
71
37
4
18
25
23
25
26
40
61
66
49
24
27
41
62
20
43
80
20
41
24
22
42
33
18
55
34
75
24
14
29
21
49
52
42
37
47
15
20
40
47
17
65
53
48
64
80
19
23
24
54
21
26
29
22
44
15
48
58
41
54
20
13
55
27
46
57
60
28
31
25
33
47
44
46
58
20
27
46
12
51
7
36
50
11
22
13
44
27
44
47
14
2
19
65
10
24
26
63
12
22
37
71
44
47
40
29
28
26
20
90
20
31
44
12
40
21
51
38
56
23
72
37
37
21
47
19
38
43
36
1
55
23
56
41
24
28
56
20
66
48
25
61
63
43
32
26
52
37
2
18
66
29
30
31
46
26
56
24
71
67
48
37
59
24
45
21
45
60
30
13
30
48
57
45
35
54
20
45
22
51
19
12
82
29
42
27
56
21
16
21
64
11
52
5
45
56
7
48
23
19
23
42
65
37
34
26
17
51
26
10
20
60
62
72
63
41
41
29
58
21
5
55
25
41
13
1
6
33
68
45
11
38
48
55
17
24
30
28
61
27
39
17
39
64
61
2
32
18
31
36
23
46
23
64
34
22
70
21
37
23
27
18
20
17
34
31
30
33
45
31
1
16
63
12
55
21
68
41
2
60
14
74
51
42
42
16
54
72
72
16
69
74
20
68
47
21
57
45
20
38
29
52
83
34
13
27
22
20
49
24
52
23
27
22
31
1
50
37
71
53
34
41
50
39
32
20
53
61
30
23
81
43
52
25
42
27
59
16
50
17
66
19
26
28
22
9
32
62
42
20
18
62
21
27
50
43
54
13
23
49
19
56
68
30
3
25
68
69
37
20
19
48
74
78
23
37
58
27
40
21
9
17
46
50
58
50
64
41
67
41
24
27
56
21
39
35
14
57
3
24
10
25
41
41
18
38
29
16
46
34
32
32
4
44
33
50
50
23
33
13
9
13
10
32
52
60
65
38
44
5
42
21
67
10
1
39
42
32
2
19
38
41
13
77
22
39
43
48
13
39
61
53
55
38
20
23
59
52
45
18
12
24
40
22
11
29
30
47
55
68
31
37
19
6
42
23
45
31
51
39
14
23
23
36
10
36
31
60
37
23
12
20
35
1
47
31
22
47
3
57
41
22
58
53
46
47
64
42
34
34
21
71
40
25
43
32
45
39
29
19
25
33
61
21
36
67
65
7
45
31
44
25
57
60
52
61
23
32
48
5
58
60
32
60
22
56
26
64
65
21
34
54
38
20
32
1
56
36
51
22
28
54
47
68
1
46
37
73
36
65
20
60
38
48
7
74
8
71
11
32
2
24
40
62
37
51
15
25
19
13
25
22
35
22
46
16
32
21
31
28
37
6
44
21
44
38
39
43
51
28
24
24
52
48
16
27
17
41
48
43
58
21
39
60
45
50
27
35
32
10
44
33
12
45
58
49
71
1
41
41
3
19
58
22
19
22
50
24
18
40
45
5
20
28
61
58
31
59
18
33
32
22
4
21
2
56
40
70
50
50
48
31
53
77
16
